continent,location,population,gdp_per_capita,month,new_deaths_per_million,total_vaccinations_per_hundred
Africa,Cameroon,27224262.0,3364.93,5,6.17,1.24
Africa,Cameroon,27224262.0,3364.93,6,1.8,2.1
Africa,Cape Verde,561901.0,6222.55,1,37.37,0.0
Africa,Cape Verde,561901.0,6222.55,2,23.14,0.0
Africa,Cape Verde,561901.0,6222.55,3,37.38,0.39
Africa,Cape Verde,561901.0,6222.55,4,87.2,0.0
Africa,Cape Verde,561901.0,6222.55,5,83.64,16.42
Africa,Cape Verde,561901.0,6222.55,6,39.16,68.86
Africa,Central African Republic,4919987.0,661.24,1,0.0,0.0
Africa,Central African Republic,4919987.0,661.24,2,0.0,0.0
Africa,Central African Republic,4919987.0,661.24,3,0.81,0.0
Africa,Central African Republic,4919987.0,661.24,4,4.27,0.0
Africa,Central African Republic,4919987.0,661.24,5,2.03,0.38
Africa,Central African Republic,4919987.0,661.24,6,0.0,5.2
Africa,Chad,16914985.0,1768.15,1,0.83,0.0
Africa,Chad,16914985.0,1768.15,2,1.3,0.0
Africa,Chad,16914985.0,1768.15,3,1.42,0.0
Africa,Chad,16914985.0,1768.15,4,0.35,0.0
Africa,Chad,16914985.0,1768.15,5,0.18,0.0
Africa,Chad,16914985.0,1768.15,6,0.06,0.14
Africa,Comoros,888456.0,1413.89,1,93.42,0.0
Africa,Comoros,888456.0,1413.89,2,57.41,0.0
Africa,Comoros,888456.0,1413.89,3,2.25,0.0
Africa,Comoros,888456.0,1413.89,4,0.0,1.51
Africa,Comoros,888456.0,1413.89,5,0.0,35.01
Africa,Comoros,888456.0,1413.89,6,0.0,9.5
Africa,Congo,5657017.0,4881.41,1,1.59,0.0
Africa,Congo,5657017.0,4881.41,2,1.94,0.0
Africa,Congo,5657017.0,4881.41,3,1.24,0.0
Africa,Congo,5657017.0,4881.41,4,1.59,0.25
Africa,Congo,5657017.0,4881.41,5,1.59,1.35
Africa,Congo,5657017.0,4881.41,6,2.12,9.22
Africa,Cote d'Ivoire,27053629.0,3601.01,1,0.63,0.0
Africa,Cote d'Ivoire,27053629.0,3601.01,2,1.41,0.0
Africa,Cote d'Ivoire,27053629.0,3601.01,3,1.92,1.71
Africa,Cote d'Ivoire,27053629.0,3601.01,4,1.55,8.01
Africa,Cote d'Ivoire,27053629.0,3601.01,5,0.7,36.9
Africa,Cote d'Ivoire,27053629.0,3601.01,6,0.3,68.0
Africa,Democratic Republic of Congo,92377986.0,808.13,1,0.87,0.0
Africa,Democratic Republic of Congo,92377986.0,808.13,2,0.39,0.0
Africa,Democratic Republic of Congo,92377986.0,808.13,3,0.39,0.0
Africa,Democratic Republic of Congo,92377986.0,808.13,4,0.25,0.0
Africa,Democratic Republic of Congo,92377986.0,808.13,5,0.17,0.11
Africa,Democratic Republic of Congo,92377986.0,808.13,6,1.54,0.06
Africa,Djibouti,1002197.0,2705.41,1,2.0,0.0
Africa,Djibouti,1002197.0,2705.41,2,0.0,0.0
Africa,Djibouti,1002197.0,2705.41,3,6.99,0.0
Africa,Djibouti,1002197.0,2705.41,4,72.84,2.32
Africa,Djibouti,1002197.0,2705.41,5,10.98,1.49
Africa,Djibouti,1002197.0,2705.41,6,1.0,4.8
Africa,Egypt,104258327.0,10550.21,1,16.16,0.0
Africa,Egypt,104258327.0,10550.21,2,13.16,0.0
Africa,Egypt,104258327.0,10550.21,3,12.54,0.16
Africa,Egypt,104258327.0,10550.21,4,12.89,0.63
Africa,Egypt,104258327.0,10550.21,5,16.85,12.75
Africa,Egypt,104258327.0,10550.21,6,10.29,32.51
Africa,Equatorial Guinea,1449891.0,22604.87,1,0.0,0.0
Africa,Equatorial Guinea,1449891.0,22604.87,2,3.45,0.0
Africa,Equatorial Guinea,1449891.0,22604.87,3,7.59,1.29
Africa,Equatorial Guinea,1449891.0,22604.87,4,6.9,15.43
Africa,Equatorial Guinea,1449891.0,22604.87,5,4.14,70.31
Africa,Equatorial Guinea,1449891.0,22604.87,6,2.07,158.21
Africa,Eritrea,3601462.0,1510.46,1,1.11,0.0
Africa,Eritrea,3601462.0,1510.46,2,0.0,0.0
Africa,Eritrea,3601462.0,1510.46,3,0.83,0.0
Africa,Eritrea,3601462.0,1510.46,4,0.0,0.0
Africa,Eritrea,3601462.0,1510.46,5,1.11,0.0
Africa,Eritrea,3601462.0,1510.46,6,2.5,0.0
Africa,Eswatini,1172369.0,7738.98,1,307.08,0.0
Africa,Eswatini,1172369.0,7738.98,2,74.21,0.0
Africa,Eswatini,1172369.0,7738.98,3,12.79,0.0
Africa,Eswatini,1172369.0,7738.98,4,3.41,18.29
Africa,Eswatini,1172369.0,7738.98,5,1.71,3.0
Africa,Eswatini,1172369.0,7738.98,6,4.26,11.83
Africa,Ethiopia,117876226.0,1729.93,1,1.44,0.0
Africa,Ethiopia,117876226.0,1729.93,2,2.31,0.0
Africa,Ethiopia,117876226.0,1729.93,3,4.24,0.0
Africa,Ethiopia,117876226.0,1729.93,4,6.98,3.15
Africa,Ethiopia,117876226.0,1729.93,5,4.05,38.82
Africa,Ethiopia,117876226.0,1729.93,6,1.31,47.76
Africa,Gabon,2278829.0,16562.41,1,1.76,0.0
Africa,Gabon,2278829.0,16562.41,2,6.58,0.0
Africa,Gabon,2278829.0,16562.41,3,15.36,0.01
Africa,Gabon,2278829.0,16562.41,4,9.22,2.24
Africa,Gabon,2278829.0,16562.41,5,5.71,2.29
Africa,Gabon,2278829.0,16562.41,6,3.07,9.87
Africa,Gambia,2486937.0,1561.77,1,1.61,0.0
Africa,Gambia,2486937.0,1561.77,2,8.84,0.0
Africa,Gambia,2486937.0,1561.77,3,6.03,0.21
Africa,Gambia,2486937.0,1561.77,4,3.62,2.02
Africa,Gambia,2486937.0,1561.77,5,2.01,4.22
Africa,Gambia,2486937.0,1561.77,6,0.8,5.02
Africa,Ghana,31732128.0,4227.63,1,2.56,0.0
Africa,Ghana,31732128.0,4227.63,2,6.02,0.0
Africa,Ghana,31732128.0,4227.63,3,4.29,4.49
Africa,Ghana,31732128.0,4227.63,4,1.14,18.35
Africa,Ghana,31732128.0,4227.63,5,0.19,6.54
Africa,Ghana,31732128.0,4227.63,6,0.35,3.89
Africa,Guinea,13497237.0,1998.93,1,0.07,0.0
Africa,Guinea,13497237.0,1998.93,2,0.52,0.0
Africa,Guinea,13497237.0,1998.93,3,2.66,0.46
Africa,Guinea,13497237.0,1998.93,4,1.41,12.71
Africa,Guinea,13497237.0,1998.93,5,1.26,27.47
Africa,Guinea,13497237.0,1998.93,6,0.74,55.47
Africa,Guinea-Bissau,2015490.0,1548.68,1,0.0,0.0
Africa,Guinea-Bissau,2015490.0,1548.68,2,1.49,0.0
Africa,Guinea-Bissau,2015490.0,1548.68,3,7.44,0.0
Africa,Guinea-Bissau,2015490.0,1548.68,4,1.98,0.0
Africa,Guinea-Bissau,2015490.0,1548.68,5,0.5,0.29
Africa,Guinea-Bissau,2015490.0,1548.68,6,0.5,2.07
Africa,Kenya,54985702.0,2993.03,1,1.69,0.0
Africa,Kenya,54985702.0,2993.03,2,1.69,0.0
Africa,Kenya,54985702.0,2993.03,3,5.4,0.64
Africa,Kenya,54985702.0,2993.03,4,10.39,6.89
Africa,Kenya,54985702.0,2993.03,5,8.15,22.56
Africa,Kenya,54985702.0,2993.03,6,8.4,55.79
Africa,Lesotho,2159067.0,2851.15,1,56.04,0.0
Africa,Lesotho,2159067.0,2851.15,2,55.58,0.0
Africa,Lesotho,2159067.0,2851.15,3,10.65,0.0
Africa,Lesotho,2159067.0,2851.15,4,0.46,0.74
Africa,Lesotho,2159067.0,2851.15,5,4.63,3.4
Africa,Lesotho,2159067.0,2851.15,6,1.39,0.0
Africa,Liberia,5180208.0,752.79,1,0.19,0.0
Africa,Liberia,5180208.0,752.79,2,0.19,0.0
Africa,Liberia,5180208.0,752.79,3,0.0,0.0
Africa,Liberia,5180208.0,752.79,4,0.0,0.0
Africa,Liberia,5180208.0,752.79,5,0.19,4.91
Africa,Liberia,5180208.0,752.79,6,7.91,9.44
Africa,Libya,6958538.0,17881.51,1,57.34,0.0
Africa,Libya,6958538.0,17881.51,2,43.4,0.0
Africa,Libya,6958538.0,17881.51,3,70.13,0.0
Africa,Libya,6958538.0,17881.51,4,52.03,0.01
Africa,Libya,6958538.0,17881.51,5,13.94,1.53
Africa,Libya,6958538.0,17881.51,6,9.63,28.64
Africa,Madagascar,28427333.0,1416.44,1,0.7,0.0
Africa,Madagascar,28427333.0,1416.44,2,0.56,0.0
Africa,Madagascar,28427333.0,1416.44,3,4.26,0.0
Africa,Madagascar,28427333.0,1416.44,4,7.92,0.0
Africa,Madagascar,28427333.0,1416.44,5,6.9,0.33
Africa,Madagascar,28427333.0,1416.44,6,2.6,3.67
Africa,Malawi,19647681.0,1095.04,1,26.11,0.0
Africa,Malawi,19647681.0,1095.04,2,17.41,0.0
Africa,Malawi,19647681.0,1095.04,3,3.72,3.79
Africa,Malawi,19647681.0,1095.04,4,1.58,25.79
Africa,Malawi,19647681.0,1095.04,5,0.36,32.68
Africa,Malawi,19647681.0,1095.04,6,2.09,46.29
Africa,Mali,20855724.0,2014.31,1,2.93,0.0
Africa,Mali,20855724.0,2014.31,2,1.1,0.0
Africa,Mali,20855724.0,2014.31,3,1.54,0.0
Africa,Mali,20855724.0,2014.31,4,4.75,0.37
Africa,Mali,20855724.0,2014.31,5,1.58,1.96
Africa,Mali,20855724.0,2014.31,6,0.38,3.96
Africa,Mauritania,4775110.0,3597.63,1,15.7,0.0
Africa,Mauritania,4775110.0,3597.63,2,3.97,0.0
Africa,Mauritania,4775110.0,3597.63,3,1.67,0.0
Africa,Mauritania,4775110.0,3597.63,4,1.25,0.24
Africa,Mauritania,4775110.0,3597.63,5,1.67,2.84
Africa,Mauritania,4775110.0,3597.63,6,5.44,10.2
Africa,Mauritius,1273428.0,20292.74,1,0.0,0.0
Africa,Mauritius,1273428.0,20292.74,2,0.0,0.32
Africa,Mauritius,1273428.0,20292.74,3,1.57,9.21
Africa,Mauritius,1273428.0,20292.74,4,3.93,0.0
Africa,Mauritius,1273428.0,20292.74,5,0.78,48.8
Africa,Mauritius,1273428.0,20292.74,6,0.0,138.3
Africa,Morocco,37344787.0,7485.01,1,23.75,0.58
Africa,Morocco,37344787.0,7485.01,2,9.32,102.9
Africa,Morocco,37344787.0,7485.01,3,5.22,412.91
Africa,Morocco,37344787.0,7485.01,4,5.49,558.75
Africa,Morocco,37344787.0,7485.01,5,3.32,590.42
Africa,Morocco,37344787.0,7485.01,6,3.99,1039.07
Africa,Mozambique,32163045.0,1136.1,1,6.25,0.0
Africa,Mozambique,32163045.0,1136.1,2,8.52,0.0
Africa,Mozambique,32163045.0,1136.1,3,4.16,0.32
Africa,Mozambique,32163045.0,1136.1,4,1.21,0.0
Africa,Mozambique,32163045.0,1136.1,5,0.68,3.56
Africa,Mozambique,32163045.0,1136.1,6,1.3,2.59
Africa,Namibia,2587344.0,9541.81,1,56.81,0.0
Africa,Namibia,2587344.0,9541.81,2,27.82,0.0
Africa,Namibia,2587344.0,9541.81,3,38.26,0.07
Africa,Namibia,2587344.0,9541.81,4,45.99,5.26
Africa,Namibia,2587344.0,9541.81,5,72.66,52.63
Africa,Namibia,2587344.0,9541.81,6,267.07,124.26
Africa,Niger,25130810.0,926.0,1,2.19,0.0
Africa,Niger,25130810.0,926.0,2,0.52,0.0
Africa,Niger,25130810.0,926.0,3,0.56,0.0
Africa,Niger,25130810.0,926.0,4,0.2,0.01
Africa,Niger,25130810.0,926.0,5,0.04,1.4
Africa,Niger,25130810.0,926.0,6,0.04,2.48
Africa,Nigeria,211400704.0,5338.45,1,1.41,0.0
Africa,Nigeria,211400704.0,5338.45,2,1.52,0.0
Africa,Nigeria,211400704.0,5338.45,3,0.71,0.71
Africa,Nigeria,211400704.0,5338.45,4,0.03,8.33
Africa,Nigeria,211400704.0,5338.45,5,0.17,24.5
Africa,Nigeria,211400704.0,5338.45,6,0.1,7.36
Africa,Rwanda,13276517.0,1854.21,1,7.84,0.0
Africa,Rwanda,13276517.0,1854.21,2,4.9,0.0
Africa,Rwanda,13276517.0,1854.21,3,3.46,43.27
Africa,Rwanda,13276517.0,1854.21,4,2.11,7.9
Africa,Rwanda,13276517.0,1854.21,5,1.35,5.65
Africa,Rwanda,13276517.0,1854.21,6,6.4,4.36
Africa,Sao Tome and Principe,223364.0,3052.71,1,0.0,0.0
Africa,Sao Tome and Principe,223364.0,3052.71,2,53.72,0.0
Africa,Sao Tome and Principe,223364.0,3052.71,3,22.38,6.13
Africa,Sao Tome and Principe,223364.0,3052.71,4,4.48,0.0
Africa,Sao Tome and Principe,223364.0,3052.71,5,13.43,20.5
Africa,Sao Tome and Principe,223364.0,3052.71,6,-4.48,55.29
Africa,Senegal,17196308.0,2470.58,1,12.68,0.0
Africa,Senegal,17196308.0,2470.58,2,14.19,0.53
Africa,Senegal,17196308.0,2470.58,3,10.41,22.33
Africa,Senegal,17196308.0,2470.58,4,3.25,52.18
Africa,Senegal,17196308.0,2470.58,5,1.86,36.52
Africa,Senegal,17196308.0,2470.58,6,1.57,17.49
Africa,Seychelles,98910.0,26382.29,1,30.33,202.43
Africa,Seychelles,98910.0,26382.29,2,80.88,999.11
Africa,Seychelles,98910.0,26382.29,3,90.99,984.56
Africa,Seychelles,98910.0,26382.29,4,70.77,1052.8
Africa,Seychelles,98910.0,26382.29,5,131.43,794.56
Africa,Seychelles,98910.0,26382.29,6,161.76,695.54
Africa,Sierra Leone,8141343.0,1390.3,1,0.37,0.0
Africa,Sierra Leone,8141343.0,1390.3,2,0.0,0.0
Africa,Sierra Leone,8141343.0,1390.3,3,0.0,0.84
Africa,Sierra Leone,8141343.0,1390.3,4,0.0,3.68
Africa,Sierra Leone,8141343.0,1390.3,5,0.0,2.53
Africa,Sierra Leone,8141343.0,1390.3,6,2.58,4.45
Africa,South Africa,60041996.0,12294.88,1,261.4,0.0
Africa,South Africa,60041996.0,12294.88,2,97.08,0.65
Africa,South Africa,60041996.0,12294.88,3,47.52,6.78
Africa,South Africa,60041996.0,12294.88,4,25.05,5.3
Africa,South Africa,60041996.0,12294.88,5,35.91,27.49
Africa,South Africa,60041996.0,12294.88,6,68.97,88.23
Africa,South Sudan,11381377.0,1569.89,1,0.09,0.0
Africa,South Sudan,11381377.0,1569.89,2,2.55,0.0
Africa,South Sudan,11381377.0,1569.89,3,1.41,0.0
Africa,South Sudan,11381377.0,1569.89,4,0.53,0.01
Africa,South Sudan,11381377.0,1569.89,5,0.0,0.42
Africa,South Sudan,11381377.0,1569.89,6,0.18,1.21
Africa,Sudan,44909351.0,4466.51,1,7.55,0.0
Africa,Sudan,44909351.0,4466.51,2,1.62,0.0
Africa,Sudan,44909351.0,4466.51,3,4.08,0.0
Africa,Sudan,44909351.0,4466.51,4,6.37,0.77
Africa,Sudan,44909351.0,4466.51,5,6.28,0.8
Africa,Sudan,44909351.0,4466.51,6,2.74,8.63
Africa,Tanzania,61498438.0,2683.3,1,0.0,0.0
Africa,Tanzania,61498438.0,2683.3,2,0.0,0.0
Africa,Tanzania,61498438.0,2683.3,3,0.0,0.0
Africa,Tanzania,61498438.0,2683.3,4,0.0,0.0
Africa,Tanzania,61498438.0,2683.3,5,0.0,0.0
Africa,Tanzania,61498438.0,2683.3,6,0.0,0.0
Africa,Togo,8478242.0,1429.81,1,1.06,0.0
Africa,Togo,8478242.0,1429.81,2,0.83,0.0
Africa,Togo,8478242.0,1429.81,3,2.95,0.5
Africa,Togo,8478242.0,1429.81,4,1.65,4.05
Africa,Togo,8478242.0,1429.81,5,0.24,3.68
Africa,Togo,8478242.0,1429.81,6,0.47,7.86
Africa,Tunisia,11935764.0,10849.3,1,174.09,0.0
Africa,Tunisia,11935764.0,10849.3,2,104.48,0.0
Africa,Tunisia,11935764.0,10849.3,3,67.95,1.95
Africa,Tunisia,11935764.0,10849.3,4,160.03,45.39
Africa,Tunisia,11935764.0,10849.3,5,161.87,143.55
Africa,Tunisia,11935764.0,10849.3,6,193.12,361.17
Africa,Uganda,47123533.0,1697.71,1,1.55,0.0
Africa,Uganda,47123533.0,1697.71,2,0.21,0.0
Africa,Uganda,47123533.0,1697.71,3,0.02,1.26
Africa,Uganda,47123533.0,1697.71,4,0.15,9.44
Africa,Uganda,47123533.0,1697.71,5,0.42,23.84
Africa,Uganda,47123533.0,1697.71,6,14.03,32.46
Africa,Zambia,18920657.0,3689.25,1,19.82,0.0
Africa,Zambia,18920657.0,3689.25,2,17.34,0.0
Africa,Zambia,18920657.0,3689.25,3,6.19,0.0
Africa,Zambia,18920657.0,3689.25,4,2.28,0.66
Africa,Zambia,18920657.0,3689.25,5,1.59,11.72
Africa,Zambia,18920657.0,3689.25,6,48.52,6.37
Africa,Zimbabwe,15092171.0,1899.78,1,56.59,0.0
Africa,Zimbabwe,15092171.0,1899.78,2,16.3,0.48
Africa,Zimbabwe,15092171.0,1899.78,3,3.98,9.45
Africa,Zimbabwe,15092171.0,1899.78,4,2.91,46.72
Africa,Zimbabwe,15092171.0,1899.78,5,1.79,143.9
Africa,Zimbabwe,15092171.0,1899.78,6,12.92,211.57
Asia,Afghanistan,39835428.0,1803.99,1,5.3,0.0
Asia,Afghanistan,39835428.0,1803.99,2,1.08,0.02
Asia,Afghanistan,39835428.0,1803.99,3,1.03,0.14
Asia,Afghanistan,39835428.0,1803.99,4,3.54,0.9
Asia,Afghanistan,39835428.0,1803.99,5,8.01,8.57
Asia,Afghanistan,39835428.0,1803.99,6,48.38,12.67
Asia,Armenia,2968128.0,8787.58,1,86.59,0.0
Asia,Armenia,2968128.0,8787.58,2,37.74,0.0
Asia,Armenia,2968128.0,8787.58,3,108.82,0.02
Asia,Armenia,2968128.0,8787.58,4,199.79,0.0
Asia,Armenia,2968128.0,8787.58,5,111.18,3.03
Asia,Armenia,2968128.0,8787.58,6,25.61,8.13
Asia,Azerbaijan,10223344.0,15847.42,1,48.03,0.0
Asia,Azerbaijan,10223344.0,15847.42,2,8.6,0.64
Asia,Azerbaijan,10223344.0,15847.42,3,33.94,41.55
Asia,Azerbaijan,10223344.0,15847.42,4,92.93,360.96
Asia,Azerbaijan,10223344.0,15847.42,5,38.74,522.52
Asia,Azerbaijan,10223344.0,15847.42,6,5.97,810.59
Asia,Bahrain,1748295.0,43290.7,1,13.16,50.8
Asia,Bahrain,1748295.0,43290.7,2,42.33,0.0
Asia,Bahrain,1748295.0,43290.7,3,41.18,924.59
Asia,Bahrain,1748295.0,43290.7,4,71.5,1757.25
Asia,Bahrain,1748295.0,43290.7,5,191.05,2627.57
Asia,Bahrain,1748295.0,43290.7,6,212.78,3292.95
Asia,Bangladesh,166303494.0,3523.98,1,3.41,0.0
Asia,Bangladesh,166303494.0,3523.98,2,1.69,15.99
Asia,Bangladesh,166303494.0,3523.98,3,3.83,37.91
Asia,Bangladesh,166303494.0,3523.98,4,14.45,78.13
Asia,Bangladesh,166303494.0,3523.98,5,7.02,120.07
Asia,Bangladesh,166303494.0,3523.98,6,11.33,127.16
Asia,Bhutan,779900.0,8708.6,1,1.28,0.0
Asia,Bhutan,779900.0,8708.6,2,0.0,0.0
Asia,Bhutan,779900.0,8708.6,3,0.0,164.07
Asia,Bhutan,779900.0,8708.6,4,0.0,1822.94
Asia,Bhutan,779900.0,8708.6,5,0.0,1421.03
Asia,Bhutan,779900.0,8708.6,6,0.0,124.24
Asia,Brunei,441532.0,71809.25,1,0.0,0.0
Asia,Brunei,441532.0,71809.25,2,0.0,0.0
Asia,Brunei,441532.0,71809.25,3,0.0,0.0
Asia,Brunei,441532.0,71809.25,4,0.0,40.56
Asia,Brunei,441532.0,71809.25,5,0.0,129.41
Asia,Brunei,441532.0,71809.25,6,0.0,229.58
Asia,Cambodia,16946446.0,3645.07,1,0.0,0.0
Asia,Cambodia,16946446.0,3645.07,2,0.0,2.54
Asia,Cambodia,16946446.0,3645.07,3,0.65,65.24
Asia,Cambodia,16946446.0,3645.07,4,4.84,252.04
Asia,Cambodia,16946446.0,3645.07,5,7.14,617.48
Asia,Cambodia,16946446.0,3645.07,6,22.89,1018.59
Asia,China,1444216102.0,15308.71,1,0.0,5.59
Asia,China,1444216102.0,15308.71,2,0.0,8.61
Asia,China,1444216102.0,15308.71,3,0.0,78.41
Asia,China,1444216102.0,15308.71,4,0.0,387.81
Asia,China,1444216102.0,15308.71,5,0.0,916.77
Asia,China,1444216102.0,15308.71,6,0.0,1979.17
Asia,Georgia,3979773.0,9745.08,1,169.1,0.0
Asia,Georgia,3979773.0,9745.08,2,83.42,0.0
Asia,Georgia,3979773.0,9745.08,3,67.34,0.32
Asia,Georgia,3979773.0,9745.08,4,83.42,14.54
Asia,Georgia,3979773.0,9745.08,5,166.59,53.63
Asia,Georgia,3979773.0,9745.08,6,136.44,137.03
Asia,Hong Kong,7552800.0,56054.92,1,4.37,0.0
Asia,Hong Kong,7552800.0,56054.92,2,2.38,0.57
Asia,Hong Kong,7552800.0,56054.92,3,0.79,103.86
Asia,Hong Kong,7552800.0,56054.92,4,0.53,385.79
Asia,Hong Kong,7552800.0,56054.92,5,0.13,795.06
Asia,Hong Kong,7552800.0,56054.92,6,0.13,1208.37
Asia,India,1393409033.0,6426.67,1,3.87,2.04
Asia,India,1393409033.0,6426.67,2,1.98,17.08
Asia,India,1393409033.0,6426.67,3,4.14,83.68
Asia,India,1393409033.0,6426.67,4,35.11,218.03
Asia,India,1393409033.0,6426.67,5,86.15,389.88
Asia,India,1393409033.0,6426.67,6,48.49,569.11
Asia,Indonesia,276361788.0,11188.74,1,28.44,1.02
Asia,Indonesia,276361788.0,11188.74,2,22.32,13.06
Asia,Indonesia,276361788.0,11188.74,3,16.98,57.48
Asia,Indonesia,276361788.0,11188.74,4,16.87,131.98
Asia,Indonesia,276361788.0,11188.74,5,18.3,152.11
Asia,Indonesia,276361788.0,11188.74,6,28.63,365.49
Asia,Iran,85028760.0,19082.62,1,32.18,0.0
Asia,Iran,85028760.0,19082.62,2,24.86,0.01
Asia,Iran,85028760.0,19082.62,3,30.49,0.53
Asia,Iran,85028760.0,19082.62,4,106.94,6.24
Asia,Iran,85028760.0,19082.62,5,98.77,11.81
Asia,Iran,85028760.0,19082.62,6,48.31,23.56
Asia,Iraq,41179351.0,15663.99,1,5.68,0.0
Asia,Iraq,41179351.0,15663.99,2,8.72,0.0
Asia,Iraq,41179351.0,15663.99,3,22.27,0.06
Asia,Iraq,41179351.0,15663.99,4,27.73,2.05
Asia,Iraq,41179351.0,15663.99,5,22.1,5.11
Asia,Iraq,41179351.0,15663.99,6,19.7,5.16
Asia,Israel,8789776.0,33132.32,1,167.36,981.7
Asia,Israel,8789776.0,33132.32,2,108.76,2103.49
Asia,Israel,8789776.0,33132.32,3,51.99,3299.25
Asia,Israel,8789776.0,33132.32,4,17.52,3515.49
Asia,Israel,8789776.0,33132.32,5,5.58,3717.21
Asia,Israel,8789776.0,33132.32,6,1.94,3637.0
Asia,Japan,126050796.0,39002.22,1,19.53,0.0
Asia,Japan,126050796.0,39002.22,2,16.95,0.06
Asia,Japan,126050796.0,39002.22,3,10.05,7.65
Asia,Japan,126050796.0,39002.22,4,8.28,47.79
Asia,Japan,126050796.0,39002.22,5,22.27,214.89
Asia,Japan,126050796.0,39002.22,6,13.68,783.84
Asia,Jordan,10269022.0,8337.49,1,46.94,0.68
Asia,Jordan,10269022.0,8337.49,2,37.49,2.24
Asia,Jordan,10269022.0,8337.49,3,210.05,14.11
Asia,Jordan,10269022.0,8337.49,4,192.62,27.68
Asia,Jordan,10269022.0,8337.49,5,60.96,78.34
Asia,Jordan,10269022.0,8337.49,6,28.05,553.94
Asia,Kazakhstan,18994958.0,24055.59,1,19.85,0.0
Asia,Kazakhstan,18994958.0,24055.59,2,13.84,0.19
Asia,Kazakhstan,18994958.0,24055.59,3,132.83,1.04
Asia,Kazakhstan,18994958.0,24055.59,4,34.17,38.06
Asia,Kazakhstan,18994958.0,24055.59,5,40.01,282.56
Asia,Kazakhstan,18994958.0,24055.59,6,23.06,648.25
Asia,Kuwait,4328553.0,65530.54,1,5.78,0.81
Asia,Kuwait,4328553.0,65530.54,2,28.64,4.04
Asia,Kuwait,4328553.0,65530.54,3,53.13,34.72
Asia,Kuwait,4328553.0,65530.54,4,57.75,42.97
Asia,Kuwait,4328553.0,65530.54,5,48.28,106.9
Asia,Kuwait,4328553.0,65530.54,6,45.51,0.0
Asia,Kyrgyzstan,6628347.0,3393.47,1,8.6,0.0
Asia,Kyrgyzstan,6628347.0,3393.47,2,8.15,0.0
Asia,Kyrgyzstan,6628347.0,3393.47,3,5.13,0.0
Asia,Kyrgyzstan,6628347.0,3393.47,4,15.69,0.47
Asia,Kyrgyzstan,6628347.0,3393.47,5,30.78,1.47
Asia,Kyrgyzstan,6628347.0,3393.47,6,28.96,4.67
Asia,Laos,7379358.0,6397.36,1,0.0,0.0
Asia,Laos,7379358.0,6397.36,2,0.0,0.0
Asia,Laos,7379358.0,6397.36,3,0.0,0.55
Asia,Laos,7379358.0,6397.36,4,0.0,15.3
Asia,Laos,7379358.0,6397.36,5,0.41,108.08
Asia,Laos,7379358.0,6397.36,6,0.0,379.93
Asia,Lebanon,6769151.0,13367.56,1,238.43,0.0
Asia,Lebanon,6769151.0,13367.56,2,237.84,3.95
Asia,Lebanon,6769151.0,13367.56,3,227.8,51.48
Asia,Lebanon,6769151.0,13367.56,4,154.23,123.92
Asia,Lebanon,6769151.0,13367.56,5,66.62,220.91
Asia,Lebanon,6769151.0,13367.56,6,18.02,433.97
Asia,Macao,658391.0,104861.85,2,0.0,7.99
Asia,Macao,658391.0,104861.85,3,0.0,148.33
Asia,Macao,658391.0,104861.85,4,0.0,348.3
Asia,Macao,658391.0,104861.85,5,0.0,608.07
Asia,Macao,658391.0,104861.85,6,0.0,1193.75
Asia,Malaysia,32776195.0,26808.16,1,8.82,0.0
Asia,Malaysia,32776195.0,26808.16,2,11.44,0.12
Asia,Malaysia,32776195.0,26808.16,3,4.19,32.98
Asia,Malaysia,32776195.0,26808.16,4,7.14,100.98
Asia,Malaysia,32776195.0,26808.16,5,39.36,200.79
Asia,Malaysia,32776195.0,26808.16,6,72.43,484.62
Asia,Maldives,543620.0,15183.62,1,7.36,0.0
Asia,Maldives,543620.0,15183.62,2,18.4,238.09
Asia,Maldives,543620.0,15183.62,3,9.2,1109.6
Asia,Maldives,543620.0,15183.62,4,11.04,1571.27
Asia,Maldives,543620.0,15183.62,5,160.04,2467.86
Asia,Maldives,543620.0,15183.62,6,91.98,2547.51
Asia,Mongolia,3329282.0,11840.85,1,0.3,0.0
Asia,Mongolia,3329282.0,11840.85,2,0.0,0.44
Asia,Mongolia,3329282.0,11840.85,3,1.8,94.88
Asia,Mongolia,3329282.0,11840.85,4,32.14,255.45
Asia,Mongolia,3329282.0,11840.85,5,48.36,2120.09
Asia,Mongolia,3329282.0,11840.85,6,86.2,2430.64
Asia,Myanmar,54806014.0,5591.6,1,8.19,0.01
Asia,Myanmar,54806014.0,5591.6,2,1.24,0.69
Asia,Myanmar,54806014.0,5591.6,3,0.13,1.9
Asia,Myanmar,54806014.0,5591.6,4,0.05,3.28
Asia,Myanmar,54806014.0,5591.6,5,0.14,10.1
Asia,Myanmar,54806014.0,5591.6,6,2.13,6.15
Asia,Nepal,29674920.0,2442.8,1,5.83,0.0
Asia,Nepal,29674920.0,2442.8,2,25.1,2.27
Asia,Nepal,29674920.0,2442.8,3,8.63,5.39
Asia,Nepal,29674920.0,2442.8,4,8.39,129.2
Asia,Nepal,29674920.0,2442.8,5,138.4,117.39
Asia,Nepal,29674920.0,2442.8,6,58.16,127.74
Asia,Oman,5223376.0,37960.71,1,5.74,9.71
Asia,Oman,5223376.0,37960.71,2,7.85,16.48
