continent,location,population,gdp_per_capita,month,new_deaths_per_million,total_vaccinations_per_hundred
Asia,Oman,5223376.0,37960.71,3,20.67,18.16
Asia,Oman,5223376.0,37960.71,4,63.56,19.42
Asia,Oman,5223376.0,37960.71,5,64.13,5.68
Asia,Oman,5223376.0,37960.71,6,144.54,41.84
Asia,Pakistan,225199929.0,5034.71,1,6.69,0.0
Asia,Pakistan,225199929.0,5034.71,2,5.39,0.06
Asia,Pakistan,225199929.0,5034.71,3,7.26,0.52
Asia,Pakistan,225199929.0,5034.71,4,15.22,2.42
Asia,Pakistan,225199929.0,5034.71,5,12.85,16.95
Asia,Pakistan,225199929.0,5034.71,6,6.53,65.97
Asia,Palestine,5222756.0,4449.9,1,82.91,0.0
Asia,Palestine,5222756.0,4449.9,2,40.02,0.0
Asia,Palestine,5222756.0,4449.9,3,112.01,3.24
Asia,Palestine,5222756.0,4449.9,4,119.09,67.46
Asia,Palestine,5222756.0,4449.9,5,47.48,111.14
Asia,Palestine,5222756.0,4449.9,6,12.63,276.21
Asia,Philippines,111046910.0,7599.19,1,13.55,0.0
Asia,Philippines,111046910.0,7599.19,2,14.12,0.0
Asia,Philippines,111046910.0,7599.19,3,8.81,3.1
Asia,Philippines,111046910.0,7599.19,4,35.45,25.83
Asia,Philippines,111046910.0,7599.19,5,33.61,64.82
Asia,Philippines,111046910.0,7599.19,6,33.29,154.27
Asia,Qatar,2930524.0,116935.6,1,1.02,1.71
Asia,Qatar,2930524.0,116935.6,2,3.41,4.78
Asia,Qatar,2930524.0,116935.6,3,11.26,304.99
Asia,Qatar,2930524.0,116935.6,4,56.98,1220.29
Asia,Qatar,2930524.0,116935.6,5,33.44,2098.45
Asia,Qatar,2930524.0,116935.6,6,11.6,2902.28
Asia,Saudi Arabia,35340680.0,49045.41,1,4.3,4.09
Asia,Saudi Arabia,35340680.0,49045.41,2,3.36,10.97
Asia,Saudi Arabia,35340680.0,49045.41,3,4.95,218.19
Asia,Saudi Arabia,35340680.0,49045.41,4,8.15,582.07
Asia,Saudi Arabia,35340680.0,49045.41,5,11.46,1031.18
Asia,Saudi Arabia,35340680.0,49045.41,6,12.93,1366.53
Asia,Singapore,5896684.0,85535.38,1,0.0,5.74
Asia,Singapore,5896684.0,85535.38,2,0.0,13.52
Asia,Singapore,5896684.0,85535.38,3,0.17,111.76
Asia,Singapore,5896684.0,85535.38,4,0.0,91.56
Asia,Singapore,5896684.0,85535.38,5,0.51,297.13
Asia,Singapore,5896684.0,85535.38,6,0.51,330.33
Asia,South Korea,51305184.0,35938.37,1,9.9,0.0
Asia,South Korea,51305184.0,35938.37,2,3.5,0.17
Asia,South Korea,51305184.0,35938.37,3,2.53,34.95
Asia,South Korea,51305184.0,35938.37,4,1.87,102.5
Asia,South Korea,51305184.0,35938.37,5,2.57,311.55
Asia,South Korea,51305184.0,35938.37,6,1.12,884.28
Asia,Sri Lanka,21497306.0,11669.08,1,5.21,0.48
Asia,Sri Lanka,21497306.0,11669.08,2,6.89,29.77
Asia,Sri Lanka,21497306.0,11669.08,3,4.84,96.66
Asia,Sri Lanka,21497306.0,11669.08,4,5.12,38.86
Asia,Sri Lanka,21497306.0,11669.08,5,35.49,198.69
Asia,Sri Lanka,21497306.0,11669.08,6,76.1,318.18
Asia,Tajikistan,9749625.0,2896.91,1,0.1,0.0
Asia,Tajikistan,9749625.0,2896.91,2,0.0,0.0
Asia,Tajikistan,9749625.0,2896.91,3,0.0,0.0
Asia,Tajikistan,9749625.0,2896.91,4,0.0,0.0
Asia,Tajikistan,9749625.0,2896.91,5,0.0,3.87
Asia,Tajikistan,9749625.0,2896.91,6,0.0,5.69
Asia,Thailand,69950844.0,16277.67,1,0.2,0.0
Asia,Thailand,69950844.0,16277.67,2,0.09,0.0
Asia,Thailand,69950844.0,16277.67,3,0.15,0.55
Asia,Thailand,69950844.0,16277.67,4,1.56,29.98
Asia,Thailand,69950844.0,16277.67,5,11.84,100.74
Asia,Thailand,69950844.0,16277.67,6,14.18,284.41
Asia,Timor,1343875.0,6570.1,1,0.0,0.0
Asia,Timor,1343875.0,6570.1,2,0.0,0.0
Asia,Timor,1343875.0,6570.1,3,0.0,0.0
Asia,Timor,1343875.0,6570.1,4,2.23,0.2
Asia,Timor,1343875.0,6570.1,5,9.67,10.58
Asia,Timor,1343875.0,6570.1,6,5.21,52.34
Asia,Turkey,85042736.0,25129.34,1,60.11,25.56
Asia,Turkey,85042736.0,25129.34,2,30.29,156.91
Asia,Turkey,85042736.0,25129.34,3,34.9,419.51
Asia,Turkey,85042736.0,25129.34,4,101.06,685.12
Asia,Turkey,85042736.0,25129.34,5,86.97,956.32
Asia,Turkey,85042736.0,25129.34,6,25.93,1352.53
Asia,Turkmenistan,6117933.0,16389.02,2,0.0,0.85
Asia,United Arab Emirates,9991083.0,67293.48,1,18.12,523.79
Asia,United Arab Emirates,9991083.0,67293.48,2,37.13,1388.95
Asia,United Arab Emirates,9991083.0,67293.48,3,27.62,2157.25
Asia,United Arab Emirates,9991083.0,67293.48,4,9.0,2531.94
Asia,United Arab Emirates,9991083.0,67293.48,5,9.3,3244.79
Asia,United Arab Emirates,9991083.0,67293.48,6,13.11,3821.71
Asia,Uzbekistan,33935765.0,6253.1,1,0.2,0.0
Asia,Uzbekistan,33935765.0,6253.1,2,0.03,0.0
Asia,Uzbekistan,33935765.0,6253.1,3,0.2,0.0
Asia,Uzbekistan,33935765.0,6253.1,4,0.58,7.01
Asia,Uzbekistan,33935765.0,6253.1,5,1.21,20.97
Asia,Uzbekistan,33935765.0,6253.1,6,1.35,14.24
Asia,Vietnam,98168829.0,6171.88,1,0.0,0.0
Asia,Vietnam,98168829.0,6171.88,2,0.0,0.0
Asia,Vietnam,98168829.0,6171.88,3,0.0,0.66
Asia,Vietnam,98168829.0,6171.88,4,0.0,4.14
Asia,Vietnam,98168829.0,6171.88,5,0.12,10.09
Asia,Vietnam,98168829.0,6171.88,6,0.34,59.72
Asia,Yemen,30490639.0,1479.15,1,0.16,0.0
Asia,Yemen,30490639.0,1479.15,2,0.62,0.0
Asia,Yemen,30490639.0,1479.15,3,8.33,0.0
Asia,Yemen,30490639.0,1479.15,4,11.08,0.0
Asia,Yemen,30490639.0,1479.15,5,3.12,0.4
Asia,Yemen,30490639.0,1479.15,6,1.32,3.84
Europe,Albania,2872934.0,11803.43,1,69.27,0.13
Europe,Albania,2872934.0,11803.43,2,144.8,0.96
Europe,Albania,2872934.0,11803.43,3,152.81,27.3
Europe,Albania,2872934.0,11803.43,4,55.34,291.49
Europe,Albania,2872934.0,11803.43,5,19.84,542.93
Europe,Albania,2872934.0,11803.43,6,1.74,657.98
Europe,Austria,9043072.0,45436.69,1,165.76,40.74
Europe,Austria,9043072.0,45436.69,2,92.89,149.5
Europe,Austria,9043072.0,45436.69,3,86.04,409.64
Europe,Austria,9043072.0,45436.69,4,95.76,806.99
Europe,Austria,9043072.0,45436.69,5,44.01,1439.1
Europe,Austria,9043072.0,45436.69,6,10.95,2185.45
Europe,Belarus,9442867.0,17167.97,1,31.13,0.0
Europe,Belarus,9442867.0,17167.97,2,27.32,0.22
Europe,Belarus,9442867.0,17167.97,3,28.69,1.04
Europe,Belarus,9442867.0,17167.97,4,31.24,4.73
Europe,Belarus,9442867.0,17167.97,5,32.72,20.74
Europe,Belarus,9442867.0,17167.97,6,30.92,21.16
Europe,Belgium,11632334.0,42658.58,1,134.45,37.21
Europe,Belgium,11632334.0,42658.58,2,84.68,152.37
Europe,Belgium,11632334.0,42658.58,3,80.72,368.71
Europe,Belgium,11632334.0,42658.58,4,104.37,766.62
Europe,Belgium,11632334.0,42658.58,5,62.33,1448.02
Europe,Belgium,11632334.0,42658.58,6,18.75,2349.42
Europe,Bosnia and Herzegovina,3263459.0,11713.9,1,192.74,0.0
Europe,Bosnia and Herzegovina,3263459.0,11713.9,2,120.12,0.0
Europe,Bosnia and Herzegovina,3263459.0,11713.9,3,468.21,0.0
Europe,Bosnia and Herzegovina,3263459.0,11713.9,4,598.14,3.57
Europe,Bosnia and Herzegovina,3263459.0,11713.9,5,215.11,15.25
Europe,Bosnia and Herzegovina,3263459.0,11713.9,6,126.25,37.12
Europe,Bulgaria,6896655.0,18563.31,1,213.0,8.64
Europe,Bulgaria,6896655.0,18563.31,2,166.17,40.26
Europe,Bulgaria,6896655.0,18563.31,3,435.87,157.16
Europe,Bulgaria,6896655.0,18563.31,4,464.29,273.22
Europe,Bulgaria,6896655.0,18563.31,5,188.64,498.09
Europe,Bulgaria,6896655.0,18563.31,6,52.35,695.36
Europe,Croatia,4081657.0,22669.8,1,271.22,12.99
Europe,Croatia,4081657.0,22669.8,2,122.25,31.58
Europe,Croatia,4081657.0,22669.8,3,103.15,75.95
Europe,Croatia,4081657.0,22669.8,4,277.83,461.65
Europe,Croatia,4081657.0,22669.8,5,231.52,958.24
Europe,Croatia,4081657.0,22669.8,6,44.1,1285.38
Europe,Cyprus,896005.0,32415.13,1,87.05,7.08
Europe,Cyprus,896005.0,32415.13,2,37.94,30.67
Europe,Cyprus,896005.0,32415.13,3,27.9,25.53
Europe,Cyprus,896005.0,32415.13,4,58.03,180.44
Europe,Cyprus,896005.0,32415.13,5,58.03,815.89
Europe,Cyprus,896005.0,32415.13,6,15.62,1325.49
Europe,Czechia,10724553.0,32605.91,1,440.85,37.62
Europe,Czechia,10724553.0,32605.91,2,375.87,125.69
Europe,Czechia,10724553.0,32605.91,3,567.11,347.68
Europe,Czechia,10724553.0,32605.91,4,265.37,674.69
Europe,Czechia,10724553.0,32605.91,5,78.42,1228.74
Europe,Czechia,10724553.0,32605.91,6,18.18,1929.26
Europe,Denmark,5813302.0,46682.52,1,142.43,78.36
Europe,Denmark,5813302.0,46682.52,2,40.59,197.34
Europe,Denmark,5813302.0,46682.52,3,9.98,456.72
Europe,Denmark,5813302.0,46682.52,4,11.01,773.4
Europe,Denmark,5813302.0,46682.52,5,5.68,1385.74
Europe,Denmark,5813302.0,46682.52,6,3.1,1963.54
Europe,Estonia,1325188.0,29481.25,1,143.37,43.03
Europe,Estonia,1325188.0,29481.25,2,128.28,156.24
Europe,Estonia,1325188.0,29481.25,3,236.19,459.41
Europe,Estonia,1325188.0,29481.25,4,195.44,815.66
Europe,Estonia,1325188.0,29481.25,5,68.67,1369.21
Europe,Estonia,1325188.0,29481.25,6,12.83,1920.17
Europe,Finland,5548361.0,40585.72,1,19.83,23.59
Europe,Finland,5548361.0,40585.72,2,12.8,126.75
Europe,Finland,5548361.0,40585.72,3,18.38,365.45
Europe,Finland,5548361.0,40585.72,4,12.61,574.63
Europe,Finland,5548361.0,40585.72,5,7.57,990.23
Europe,Finland,5548361.0,40585.72,6,2.34,1630.64
Europe,France,67564251.0,38605.67,1,169.35,28.96
Europe,France,67564251.0,38605.67,2,153.62,133.54
Europe,France,67564251.0,38605.67,3,136.45,369.29
Europe,France,67564251.0,38605.67,4,131.4,743.47
Europe,France,67564251.0,38605.67,5,74.26,1367.12
Europe,France,67564251.0,38605.67,6,23.18,2060.52
Europe,Germany,83900471.0,45229.24,1,278.57,46.36
Europe,Germany,83900471.0,45229.24,2,154.81,146.97
Europe,Germany,83900471.0,45229.24,3,76.72,375.15
Europe,Germany,83900471.0,45229.24,4,77.57,754.86
Europe,Germany,83900471.0,45229.24,5,65.6,1501.32
Europe,Germany,83900471.0,45229.24,6,27.94,2279.76
Europe,Greece,10370747.0,24574.38,1,92.38,25.8
Europe,Greece,10370747.0,24574.38,2,68.27,136.88
Europe,Greece,10370747.0,24574.38,3,153.22,344.01
Europe,Greece,10370747.0,24574.38,4,220.62,605.5
Europe,Greece,10370747.0,24574.38,5,165.27,1086.14
Europe,Greece,10370747.0,24574.38,6,57.08,2042.29
Europe,Hungary,9634162.0,26777.56,1,310.04,26.62
Europe,Hungary,9634162.0,26777.56,2,254.3,154.91
Europe,Hungary,9634162.0,26777.56,3,598.18,568.4
Europe,Hungary,9634162.0,26777.56,4,706.13,1241.0
Europe,Hungary,9634162.0,26777.56,5,227.63,2322.7
Europe,Hungary,9634162.0,26777.56,6,26.88,375.38
Europe,Iceland,343360.0,46482.96,1,0.0,10.76
Europe,Iceland,343360.0,46482.96,2,0.0,88.28
Europe,Iceland,343360.0,46482.96,3,0.0,264.46
Europe,Iceland,343360.0,46482.96,4,0.0,331.25
Europe,Iceland,343360.0,46482.96,5,2.91,832.45
Europe,Iceland,343360.0,46482.96,6,0.0,1453.48
Europe,Ireland,4982904.0,67335.29,1,214.73,17.2
Europe,Ireland,4982904.0,67335.29,2,203.1,148.08
Europe,Ireland,4982904.0,67335.29,3,73.85,390.12
Europe,Ireland,4982904.0,67335.29,4,43.35,573.57
Europe,Ireland,4982904.0,67335.29,5,7.63,446.31
Europe,Ireland,4982904.0,67335.29,6,11.44,281.02
Europe,Italy,60367471.0,35220.08,1,237.83,54.15
Europe,Italy,60367471.0,35220.08,2,152.12,148.49
Europe,Italy,60367471.0,35220.08,3,192.94,376.05
Europe,Italy,60367471.0,35220.08,4,189.85,746.12
Europe,Italy,60367471.0,35220.08,5,88.15,1432.8
Europe,Italy,60367471.0,35220.08,6,23.82,2187.24
Europe,Kosovo,1775378.0,9795.83,1,93.5,0.0
Europe,Kosovo,1775378.0,9795.83,2,52.95,0.0
Europe,Kosovo,1775378.0,9795.83,3,154.33,0.0
Europe,Kosovo,1775378.0,9795.83,4,150.96,2.93
Europe,Kosovo,1775378.0,9795.83,5,64.21,5.71
Europe,Kosovo,1775378.0,9795.83,6,7.89,31.6
Europe,Latvia,1866934.0,25063.85,1,299.96,22.69
Europe,Latvia,1866934.0,25063.85,2,226.57,62.62
