iso_code,continent,location,date,total_cases,total_cases_per_million
AFG,Asia,Afghanistan,2020-02-24,5,0.126
AFG,Asia,Afghanistan,2020-02-25,5,0.126
AFG,Asia,Afghanistan,2020-02-26,5,0.126
AFG,Asia,Afghanistan,2020-02-27,5,0.126
AFG,Asia,Afghanistan,2020-02-28,5,0.126
AFG,Asia,Afghanistan,2020-02-29,5,0.126
AFG,Asia,Afghanistan,2020-03-01,5,0.126
AFG,Asia,Afghanistan,2020-03-02,5,0.126
AFG,Asia,Afghanistan,2020-03-03,5,0.126
AFG,Asia,Afghanistan,2020-03-04,5,0.126
AFG,Asia,Afghanistan,2020-03-05,5,0.126
AFG,Asia,Afghanistan,2020-03-06,5,0.126
AFG,Asia,Afghanistan,2020-03-07,8,0.201
AFG,Asia,Afghanistan,2020-03-08,8,0.201
AFG,Asia,Afghanistan,2020-03-09,8,0.201
AFG,Asia,Afghanistan,2020-03-10,8,0.201
AFG,Asia,Afghanistan,2020-03-11,11,0.276
AFG,Asia,Afghanistan,2020-03-12,11,0.276
AFG,Asia,Afghanistan,2020-03-13,11,0.276
AFG,Asia,Afghanistan,2020-03-14,14,0.351
AFG,Asia,Afghanistan,2020-03-15,20,0.502
AFG,Asia,Afghanistan,2020-03-16,25,0.628
AFG,Asia,Afghanistan,2020-03-17,26,0.653
AFG,Asia,Afghanistan,2020-03-18,26,0.653
AFG,Asia,Afghanistan,2020-03-19,26,0.653
AFG,Asia,Afghanistan,2020-03-20,24,0.602
AFG,Asia,Afghanistan,2020-03-21,24,0.602
AFG,Asia,Afghanistan,2020-03-22,34,0.854
AFG,Asia,Afghanistan,2020-03-23,40,1.004
AFG,Asia,Afghanistan,2020-03-24,42,1.054
AFG,Asia,Afghanistan,2020-03-25,74,1.858
AFG,Asia,Afghanistan,2020-03-26,80,2.008
AFG,Asia,Afghanistan,2020-03-27,91,2.284
AFG,Asia,Afghanistan,2020-03-28,106,2.661
AFG,Asia,Afghanistan,2020-03-29,114,2.862
AFG,Asia,Afghanistan,2020-03-30,114,2.862
AFG,Asia,Afghanistan,2020-03-31,166,4.167
AFG,Asia,Afghanistan,2020-04-01,192,4.82
AFG,Asia,Afghanistan,2020-04-02,235,5.899
AFG,Asia,Afghanistan,2020-04-03,269,6.753
AFG,Asia,Afghanistan,2020-04-04,270,6.778
AFG,Asia,Afghanistan,2020-04-05,299,7.506
AFG,Asia,Afghanistan,2020-04-06,337,8.46
AFG,Asia,Afghanistan,2020-04-07,367,9.213
AFG,Asia,Afghanistan,2020-04-08,423,10.619
AFG,Asia,Afghanistan,2020-04-09,444,11.146
AFG,Asia,Afghanistan,2020-04-10,521,13.079
AFG,Asia,Afghanistan,2020-04-11,521,13.079
AFG,Asia,Afghanistan,2020-04-12,555,13.932
AFG,Asia,Afghanistan,2020-04-13,607,15.238
AFG,Asia,Afghanistan,2020-04-14,665,16.694
AFG,Asia,Afghanistan,2020-04-15,770,19.33
AFG,Asia,Afghanistan,2020-04-16,794,19.932
AFG,Asia,Afghanistan,2020-04-17,845,21.212
AFG,Asia,Afghanistan,2020-04-18,908,22.794
AFG,Asia,Afghanistan,2020-04-19,933,23.421
AFG,Asia,Afghanistan,2020-04-20,996,25.003
AFG,Asia,Afghanistan,2020-04-21,1026,25.756
AFG,Asia,Afghanistan,2020-04-22,1092,27.413
AFG,Asia,Afghanistan,2020-04-23,1176,29.521
AFG,Asia,Afghanistan,2020-04-24,1226,30.777
AFG,Asia,Afghanistan,2020-04-25,1330,33.387
AFG,Asia,Afghanistan,2020-04-26,1463,36.726
AFG,Asia,Afghanistan,2020-04-27,1531,38.433
AFG,Asia,Afghanistan,2020-04-28,1703,42.751
AFG,Asia,Afghanistan,2020-04-29,1827,45.864
AFG,Asia,Afghanistan,2020-04-30,1827,45.864
AFG,Asia,Afghanistan,2020-05-01,2171,54.499
AFG,Asia,Afghanistan,2020-05-02,2469,61.98
AFG,Asia,Afghanistan,2020-05-03,2469,61.98
AFG,Asia,Afghanistan,2020-05-04,2469,61.98
AFG,Asia,Afghanistan,2020-05-05,2469,61.98
AFG,Asia,Afghanistan,2020-05-06,3224,80.933
AFG,Asia,Afghanistan,2020-05-07,3392,85.15
AFG,Asia,Afghanistan,2020-05-08,3563,89.443
AFG,Asia,Afghanistan,2020-05-09,3563,89.443
AFG,Asia,Afghanistan,2020-05-10,4402,110.505
AFG,Asia,Afghanistan,2020-05-11,4664,117.082
AFG,Asia,Afghanistan,2020-05-12,4967,124.688
AFG,Asia,Afghanistan,2020-05-13,4967,124.688
AFG,Asia,Afghanistan,2020-05-14,5339,134.026
AFG,Asia,Afghanistan,2020-05-15,6053,151.95
AFG,Asia,Afghanistan,2020-05-16,6402,160.711
AFG,Asia,Afghanistan,2020-05-17,6635,166.56
AFG,Asia,Afghanistan,2020-05-18,7072,177.53
AFG,Asia,Afghanistan,2020-05-19,7655,192.166
AFG,Asia,Afghanistan,2020-05-20,8145,204.466
AFG,Asia,Afghanistan,2020-05-21,8676,217.796
AFG,Asia,Afghanistan,2020-05-22,9216,231.352
AFG,Asia,Afghanistan,2020-05-23,9952,249.828
AFG,Asia,Afghanistan,2020-05-24,10668,267.802
AFG,Asia,Afghanistan,2020-05-25,11180,280.655
AFG,Asia,Afghanistan,2020-05-26,11917,299.156
AFG,Asia,Afghanistan,2020-05-27,12465,312.912
AFG,Asia,Afghanistan,2020-05-28,13102,328.903
AFG,Asia,Afghanistan,2020-05-29,13745,345.045
AFG,Asia,Afghanistan,2020-05-30,14529,364.726
AFG,Asia,Afghanistan,2020-05-31,15180,381.068
AFG,Asia,Afghanistan,2020-06-01,15836,397.536
AFG,Asia,Afghanistan,2020-06-02,16578,416.162
AFG,Asia,Afghanistan,2020-06-03,17353,435.617
AFG,Asia,Afghanistan,2020-06-04,17977,451.282
AFG,Asia,Afghanistan,2020-06-05,19055,478.343
AFG,Asia,Afghanistan,2020-06-06,19637,492.953
AFG,Asia,Afghanistan,2020-06-07,20428,512.81
AFG,Asia,Afghanistan,2020-06-08,21003,527.244
AFG,Asia,Afghanistan,2020-06-09,21308,534.901
AFG,Asia,Afghanistan,2020-06-10,22228,557.996
AFG,Asia,Afghanistan,2020-06-11,22976,576.773
AFG,Asia,Afghanistan,2020-06-12,23632,593.241
AFG,Asia,Afghanistan,2020-06-13,24188,607.198
AFG,Asia,Afghanistan,2020-06-14,24852,623.867
AFG,Asia,Afghanistan,2020-06-15,25613,642.97
AFG,Asia,Afghanistan,2020-06-16,25719,645.631
AFG,Asia,Afghanistan,2020-06-17,26960,676.784
AFG,Asia,Afghanistan,2020-06-18,27423,688.407
AFG,Asia,Afghanistan,2020-06-19,27964,701.988
AFG,Asia,Afghanistan,2020-06-20,28383,712.506
AFG,Asia,Afghanistan,2020-06-21,28919,725.962
AFG,Asia,Afghanistan,2020-06-22,29229,733.744
AFG,Asia,Afghanistan,2020-06-23,29567,742.229
AFG,Asia,Afghanistan,2020-06-24,29726,746.22
AFG,Asia,Afghanistan,2020-06-25,30261,759.65
AFG,Asia,Afghanistan,2020-06-26,30346,761.784
AFG,Asia,Afghanistan,2020-06-27,30702,770.721
AFG,Asia,Afghanistan,2020-06-28,31053,779.532
AFG,Asia,Afghanistan,2020-06-29,31324,786.335
AFG,Asia,Afghanistan,2020-06-30,31445,789.373
AFG,Asia,Afghanistan,2020-07-01,31848,799.489
AFG,Asia,Afghanistan,2020-07-02,32108,806.016
AFG,Asia,Afghanistan,2020-07-03,32410,813.597
AFG,Asia,Afghanistan,2020-07-04,32758,822.333
AFG,Asia,Afghanistan,2020-07-05,33037,829.337
AFG,Asia,Afghanistan,2020-07-06,33150,832.174
AFG,Asia,Afghanistan,2020-07-07,33470,840.207
AFG,Asia,Afghanistan,2020-07-08,33680,845.479
AFG,Asia,Afghanistan,2020-07-09,33739,846.96
AFG,Asia,Afghanistan,2020-07-10,34280,860.541
AFG,Asia,Afghanistan,2020-07-11,34437,864.482
AFG,Asia,Afghanistan,2020-07-12,34537,866.992
AFG,Asia,Afghanistan,2020-07-13,34541,867.092
AFG,Asia,Afghanistan,2020-07-14,34826,874.247
AFG,Asia,Afghanistan,2020-07-15,35026,879.268
AFG,Asia,Afghanistan,2020-07-16,35156,882.531
AFG,Asia,Afghanistan,2020-07-17,35315,886.522
AFG,Asia,Afghanistan,2020-07-18,35375,888.029
AFG,Asia,Afghanistan,2020-07-19,35561,892.698
AFG,Asia,Afghanistan,2020-07-20,35595,893.551
AFG,Asia,Afghanistan,2020-07-21,35701,896.212
AFG,Asia,Afghanistan,2020-07-22,35813,899.024
AFG,Asia,Afghanistan,2020-07-23,36001,903.743
AFG,Asia,Afghanistan,2020-07-24,36067,905.4
AFG,Asia,Afghanistan,2020-07-25,36122,906.781
AFG,Asia,Afghanistan,2020-07-26,36243,909.818
AFG,Asia,Afghanistan,2020-07-27,36349,912.479
AFG,Asia,Afghanistan,2020-07-28,36454,915.115
AFG,Asia,Afghanistan,2020-07-29,36557,917.701
AFG,Asia,Afghanistan,2020-07-30,36628,919.483
AFG,Asia,Afghanistan,2020-07-31,36628,919.483
AFG,Asia,Afghanistan,2020-08-01,36796,923.7
AFG,Asia,Afghanistan,2020-08-02,36796,923.7
AFG,Asia,Afghanistan,2020-08-03,36796,923.7
AFG,Asia,Afghanistan,2020-08-04,36833,924.629
AFG,Asia,Afghanistan,2020-08-05,36915,926.688
AFG,Asia,Afghanistan,2020-08-06,36982,928.37
AFG,Asia,Afghanistan,2020-08-07,37023,929.399
AFG,Asia,Afghanistan,2020-08-08,37101,931.357
AFG,Asia,Afghanistan,2020-08-09,37140,932.336
AFG,Asia,Afghanistan,2020-08-10,37140,932.336
AFG,Asia,Afghanistan,2020-08-11,37355,937.733
AFG,Asia,Afghanistan,2020-08-12,37431,939.641
AFG,Asia,Afghanistan,2020-08-13,37510,941.624
AFG,Asia,Afghanistan,2020-08-14,37517,941.8
AFG,Asia,Afghanistan,2020-08-15,37637,944.812
AFG,Asia,Afghanistan,2020-08-16,37682,945.942
AFG,Asia,Afghanistan,2020-08-17,37682,945.942
AFG,Asia,Afghanistan,2020-08-18,37685,946.017
AFG,Asia,Afghanistan,2020-08-19,37685,946.017
AFG,Asia,Afghanistan,2020-08-20,37845,950.034
AFG,Asia,Afghanistan,2020-08-21,37942,952.469
AFG,Asia,Afghanistan,2020-08-22,37980,953.423
AFG,Asia,Afghanistan,2020-08-23,38039,954.904
AFG,Asia,Afghanistan,2020-08-24,38085,956.059
AFG,Asia,Afghanistan,2020-08-25,38156,957.841
AFG,Asia,Afghanistan,2020-08-26,38199,958.92
AFG,Asia,Afghanistan,2020-08-27,38215,959.322
AFG,Asia,Afghanistan,2020-08-28,38226,959.598
AFG,Asia,Afghanistan,2020-08-29,38229,959.673
AFG,Asia,Afghanistan,2020-08-30,38229,959.673
AFG,Asia,Afghanistan,2020-08-31,38248,960.15
AFG,Asia,Afghanistan,2020-09-01,38282,961.004
AFG,Asia,Afghanistan,2020-09-02,38329,962.184
AFG,Asia,Afghanistan,2020-09-03,38374,963.313
AFG,Asia,Afghanistan,2020-09-04,38374,963.313
AFG,Asia,Afghanistan,2020-09-05,38390,963.715
AFG,Asia,Afghanistan,2020-09-06,38484,966.075
AFG,Asia,Afghanistan,2020-09-07,38580,968.485
AFG,Asia,Afghanistan,2020-09-08,38606,969.137
AFG,Asia,Afghanistan,2020-09-09,38630,969.74
AFG,Asia,Afghanistan,2020-09-10,38658,970.443
AFG,Asia,Afghanistan,2020-09-11,38692,971.296
AFG,Asia,Afghanistan,2020-09-12,38727,972.175
AFG,Asia,Afghanistan,2020-09-13,38802,974.058
AFG,Asia,Afghanistan,2020-09-14,38858,975.463
AFG,Asia,Afghanistan,2020-09-15,38901,976.543
AFG,Asia,Afghanistan,2020-09-16,38941,977.547
AFG,Asia,Afghanistan,2020-09-17,38958,977.974
AFG,Asia,Afghanistan,2020-09-18,38969,978.25
AFG,Asia,Afghanistan,2020-09-19,39005,979.154
AFG,Asia,Afghanistan,2020-09-20,39130,982.291
AFG,Asia,Afghanistan,2020-09-21,39160,983.045
AFG,Asia,Afghanistan,2020-09-22,39182,983.597
AFG,Asia,Afghanistan,2020-09-23,39231,984.827
AFG,Asia,Afghanistan,2020-09-24,39256,985.454
AFG,Asia,Afghanistan,2020-09-25,39272,985.856
AFG,Asia,Afghanistan,2020-09-26,39278,986.007
AFG,Asia,Afghanistan,2020-09-27,39313,986.885
AFG,Asia,Afghanistan,2020-09-28,39325,987.187
AFG,Asia,Afghanistan,2020-09-29,39340,987.563
AFG,Asia,Afghanistan,2020-09-30,39354,987.915
AFG,Asia,Afghanistan,2020-10-01,39371,988.341
AFG,Asia,Afghanistan,2020-10-02,39376,988.467
AFG,Asia,Afghanistan,2020-10-03,39383,988.643
AFG,Asia,Afghanistan,2020-10-04,39427,989.747
AFG,Asia,Afghanistan,2020-10-05,39508,991.78
AFG,Asia,Afghanistan,2020-10-06,39572,993.387
AFG,Asia,Afghanistan,2020-10-07,39634,994.943
AFG,Asia,Afghanistan,2020-10-08,39702,996.651
AFG,Asia,Afghanistan,2020-10-09,39779,998.583
AFG,Asia,Afghanistan,2020-10-10,39789,998.835
AFG,Asia,Afghanistan,2020-10-11,39885,1001.244
AFG,Asia,Afghanistan,2020-10-12,39956,1003.027
AFG,Asia,Afghanistan,2020-10-13,40014,1004.483
AFG,Asia,Afghanistan,2020-10-14,40080,1006.14
AFG,Asia,Afghanistan,2020-10-15,40112,1006.943
AFG,Asia,Afghanistan,2020-10-16,40159,1008.123
AFG,Asia,Afghanistan,2020-10-17,40227,1009.83
AFG,Asia,Afghanistan,2020-10-18,40286,1011.311
AFG,Asia,Afghanistan,2020-10-19,40373,1013.495
AFG,Asia,Afghanistan,2020-10-20,40461,1015.704
AFG,Asia,Afghanistan,2020-10-21,40461,1015.704
AFG,Asia,Afghanistan,2020-10-22,40510,1016.934
AFG,Asia,Afghanistan,2020-10-23,40626,1019.846
AFG,Asia,Afghanistan,2020-10-24,40687,1021.377
AFG,Asia,Afghanistan,2020-10-25,40768,1023.411
AFG,Asia,Afghanistan,2020-10-26,40833,1025.042
AFG,Asia,Afghanistan,2020-10-27,40937,1027.653
AFG,Asia,Afghanistan,2020-10-28,41032,1030.038
AFG,Asia,Afghanistan,2020-10-29,41145,1032.875
AFG,Asia,Afghanistan,2020-10-30,41268,1035.962
AFG,Asia,Afghanistan,2020-10-31,41334,1037.619
AFG,Asia,Afghanistan,2020-11-01,41425,1039.903
AFG,Asia,Afghanistan,2020-11-02,41501,1041.811
AFG,Asia,Afghanistan,2020-11-03,41633,1045.125
AFG,Asia,Afghanistan,2020-11-04,41728,1047.51
AFG,Asia,Afghanistan,2020-11-05,41814,1049.669
AFG,Asia,Afghanistan,2020-11-06,41935,1052.706
AFG,Asia,Afghanistan,2020-11-07,41975,1053.71
AFG,Asia,Afghanistan,2020-11-08,42033,1055.166
AFG,Asia,Afghanistan,2020-11-09,42159,1058.329
AFG,Asia,Afghanistan,2020-11-10,42297,1061.794
AFG,Asia,Afghanistan,2020-11-11,42463,1065.961
AFG,Asia,Afghanistan,2020-11-12,42609,1069.626
AFG,Asia,Afghanistan,2020-11-13,42795,1074.295
AFG,Asia,Afghanistan,2020-11-14,42969,1078.663
AFG,Asia,Afghanistan,2020-11-15,43035,1080.32
AFG,Asia,Afghanistan,2020-11-16,43240,1085.466
AFG,Asia,Afghanistan,2020-11-17,43403,1089.558
AFG,Asia,Afghanistan,2020-11-18,43628,1095.206
AFG,Asia,Afghanistan,2020-11-19,43851,1100.804
AFG,Asia,Afghanistan,2020-11-20,44228,1110.268
AFG,Asia,Afghanistan,2020-11-21,44443,1115.665
AFG,Asia,Afghanistan,2020-11-22,44503,1117.171
AFG,Asia,Afghanistan,2020-11-23,44706,1122.267
AFG,Asia,Afghanistan,2020-11-24,44988,1129.346
AFG,Asia,Afghanistan,2020-11-25,45278,1136.626
AFG,Asia,Afghanistan,2020-11-26,45490,1141.948
AFG,Asia,Afghanistan,2020-11-27,45716,1147.622
AFG,Asia,Afghanistan,2020-11-28,45839,1150.709
AFG,Asia,Afghanistan,2020-11-29,45966,1153.897
AFG,Asia,Afghanistan,2020-11-30,46215,1160.148
AFG,Asia,Afghanistan,2020-12-01,46498,1167.252
AFG,Asia,Afghanistan,2020-12-02,46717,1172.75
AFG,Asia,Afghanistan,2020-12-03,46980,1179.352
AFG,Asia,Afghanistan,2020-12-04,47258,1186.331
AFG,Asia,Afghanistan,2020-12-05,47388,1189.594
AFG,Asia,Afghanistan,2020-12-06,47641,1195.945
AFG,Asia,Afghanistan,2020-12-07,47901,1202.472
AFG,Asia,Afghanistan,2020-12-08,48136,1208.372
AFG,Asia,Afghanistan,2020-12-09,48366,1214.145
AFG,Asia,Afghanistan,2020-12-10,48540,1218.513
AFG,Asia,Afghanistan,2020-12-11,48753,1223.86
AFG,Asia,Afghanistan,2020-12-12,48826,1225.693
AFG,Asia,Afghanistan,2020-12-13,48952,1228.856
AFG,Asia,Afghanistan,2020-12-14,49273,1236.914
AFG,Asia,Afghanistan,2020-12-15,49484,1242.211
AFG,Asia,Afghanistan,2020-12-16,49703,1247.708
AFG,Asia,Afghanistan,2020-12-17,49927,1253.332
AFG,Asia,Afghanistan,2020-12-18,50202,1260.235
AFG,Asia,Afghanistan,2020-12-19,50456,1266.611
AFG,Asia,Afghanistan,2020-12-20,50536,1268.619
AFG,Asia,Afghanistan,2020-12-21,50678,1272.184
AFG,Asia,Afghanistan,2020-12-22,50888,1277.456
AFG,Asia,Afghanistan,2020-12-23,51070,1282.025
AFG,Asia,Afghanistan,2020-12-24,51357,1289.229
AFG,Asia,Afghanistan,2020-12-25,51595,1295.204
AFG,Asia,Afghanistan,2020-12-26,51764,1299.446
AFG,Asia,Afghanistan,2020-12-27,51848,1301.555
AFG,Asia,Afghanistan,2020-12-28,52007,1305.546
AFG,Asia,Afghanistan,2020-12-29,52147,1309.061
AFG,Asia,Afghanistan,2020-12-30,52330,1313.655
AFG,Asia,Afghanistan,2020-12-31,52330,1313.655
AFG,Asia,Afghanistan,2021-01-01,52513,1318.249
AFG,Asia,Afghanistan,2021-01-02,52586,1320.081
AFG,Asia,Afghanistan,2021-01-03,52709,1323.169
AFG,Asia,Afghanistan,2021-01-04,52909,1328.19
AFG,Asia,Afghanistan,2021-01-05,53011,1330.75
AFG,Asia,Afghanistan,2021-01-06,53105,1333.11
AFG,Asia,Afghanistan,2021-01-07,53207,1335.67
AFG,Asia,Afghanistan,2021-01-08,53332,1338.808
AFG,Asia,Afghanistan,2021-01-09,53400,1340.515
AFG,Asia,Afghanistan,2021-01-10,53489,1342.749
AFG,Asia,Afghanistan,2021-01-11,53538,1343.98
AFG,Asia,Afghanistan,2021-01-12,53584,1345.134
AFG,Asia,Afghanistan,2021-01-13,53690,1347.795
AFG,Asia,Afghanistan,2021-01-14,53775,1349.929
AFG,Asia,Afghanistan,2021-01-15,53831,1351.335
AFG,Asia,Afghanistan,2021-01-16,53938,1354.021
AFG,Asia,Afghanistan,2021-01-17,53984,1355.176
AFG,Asia,Afghanistan,2021-01-18,54062,1357.134
AFG,Asia,Afghanistan,2021-01-19,54141,1359.117
AFG,Asia,Afghanistan,2021-01-20,54278,1362.556
AFG,Asia,Afghanistan,2021-01-21,54403,1365.694
AFG,Asia,Afghanistan,2021-01-22,54483,1367.702
AFG,Asia,Afghanistan,2021-01-23,54559,1369.61
AFG,Asia,Afghanistan,2021-01-24,54595,1370.514
AFG,Asia,Afghanistan,2021-01-25,54672,1372.447
AFG,Asia,Afghanistan,2021-01-26,54750,1374.405
AFG,Asia,Afghanistan,2021-01-27,54854,1377.015
AFG,Asia,Afghanistan,2021-01-28,54891,1377.944
AFG,Asia,Afghanistan,2021-01-29,54939,1379.149
AFG,Asia,Afghanistan,2021-01-30,55008,1380.881
AFG,Asia,Afghanistan,2021-01-31,55023,1381.258
AFG,Asia,Afghanistan,2021-02-01,55059,1382.162
AFG,Asia,Afghanistan,2021-02-02,55121,1383.718
AFG,Asia,Afghanistan,2021-02-03,55174,1385.049
AFG,Asia,Afghanistan,2021-02-04,55231,1386.479
AFG,Asia,Afghanistan,2021-02-05,55265,1387.333
AFG,Asia,Afghanistan,2021-02-06,55330,1388.965
AFG,Asia,Afghanistan,2021-02-07,55335,1389.09
AFG,Asia,Afghanistan,2021-02-08,55359,1389.693
AFG,Asia,Afghanistan,2021-02-09,55384,1390.32
AFG,Asia,Afghanistan,2021-02-10,55402,1390.772
AFG,Asia,Afghanistan,2021-02-11,55420,1391.224
AFG,Asia,Afghanistan,2021-02-12,55445,1391.851
AFG,Asia,Afghanistan,2021-02-13,55473,1392.554
AFG,Asia,Afghanistan,2021-02-14,55492,1393.031
AFG,Asia,Afghanistan,2021-02-15,55514,1393.584
AFG,Asia,Afghanistan,2021-02-16,55518,1393.684
AFG,Asia,Afghanistan,2021-02-17,55540,1394.236
AFG,Asia,Afghanistan,2021-02-18,55557,1394.663
AFG,Asia,Afghanistan,2021-02-19,55575,1395.115
AFG,Asia,Afghanistan,2021-02-20,55580,1395.24
AFG,Asia,Afghanistan,2021-02-21,55604,1395.843
AFG,Asia,Afghanistan,2021-02-22,55617,1396.169
AFG,Asia,Afghanistan,2021-02-23,55646,1396.897
AFG,Asia,Afghanistan,2021-02-24,55664,1397.349
AFG,Asia,Afghanistan,2021-02-25,55680,1397.751
AFG,Asia,Afghanistan,2021-02-26,55696,1398.152
AFG,Asia,Afghanistan,2021-02-27,55707,1398.429
AFG,Asia,Afghanistan,2021-02-28,55714,1398.604
AFG,Asia,Afghanistan,2021-03-01,55733,1399.081
AFG,Asia,Afghanistan,2021-03-02,55759,1399.734
AFG,Asia,Afghanistan,2021-03-03,55770,1400.01
AFG,Asia,Afghanistan,2021-03-04,55775,1400.136
AFG,Asia,Afghanistan,2021-03-05,55827,1401.441
AFG,Asia,Afghanistan,2021-03-06,55840,1401.767
AFG,Asia,Afghanistan,2021-03-07,55847,1401.943
AFG,Asia,Afghanistan,2021-03-08,55876,1402.671
AFG,Asia,Afghanistan,2021-03-09,55876,1402.671
AFG,Asia,Afghanistan,2021-03-10,55894,1403.123
AFG,Asia,Afghanistan,2021-03-11,55917,1403.7
AFG,Asia,Afghanistan,2021-03-12,55959,1404.755
AFG,Asia,Afghanistan,2021-03-13,55959,1404.755
AFG,Asia,Afghanistan,2021-03-14,55985,1405.407
AFG,Asia,Afghanistan,2021-03-15,55985,1405.407
AFG,Asia,Afghanistan,2021-03-16,55995,1405.658
AFG,Asia,Afghanistan,2021-03-17,56016,1406.185
AFG,Asia,Afghanistan,2021-03-18,56044,1406.888
AFG,Asia,Afghanistan,2021-03-19,56069,1407.516
AFG,Asia,Afghanistan,2021-03-20,56093,1408.118
AFG,Asia,Afghanistan,2021-03-21,56103,1408.369
AFG,Asia,Afghanistan,2021-03-22,56153,1409.625
AFG,Asia,Afghanistan,2021-03-23,56177,1410.227
AFG,Asia,Afghanistan,2021-03-24,56192,1410.604
AFG,Asia,Afghanistan,2021-03-25,56226,1411.457
AFG,Asia,Afghanistan,2021-03-26,56254,1412.16
AFG,Asia,Afghanistan,2021-03-27,56290,1413.064
AFG,Asia,Afghanistan,2021-03-28,56294,1413.164
AFG,Asia,Afghanistan,2021-03-29,56322,1413.867
AFG,Asia,Afghanistan,2021-03-30,56384,1415.423
AFG,Asia,Afghanistan,2021-03-31,56454,1417.181
AFG,Asia,Afghanistan,2021-04-01,56517,1418.762
AFG,Asia,Afghanistan,2021-04-02,56572,1420.143
AFG,Asia,Afghanistan,2021-04-03,56595,1420.72
AFG,Asia,Afghanistan,2021-04-04,56676,1422.754
AFG,Asia,Afghanistan,2021-04-05,56717,1423.783
AFG,Asia,Afghanistan,2021-04-06,56779,1425.339
AFG,Asia,Afghanistan,2021-04-07,56873,1427.699
AFG,Asia,Afghanistan,2021-04-08,56943,1429.456
AFG,Asia,Afghanistan,2021-04-09,57019,1431.364
AFG,Asia,Afghanistan,2021-04-10,57144,1434.502
AFG,Asia,Afghanistan,2021-04-11,57160,1434.904
AFG,Asia,Afghanistan,2021-04-12,57242,1436.962
AFG,Asia,Afghanistan,2021-04-13,57364,1440.025
AFG,Asia,Afghanistan,2021-04-14,57492,1443.238
AFG,Asia,Afghanistan,2021-04-15,57534,1444.292
AFG,Asia,Afghanistan,2021-04-16,57612,1446.25
AFG,Asia,Afghanistan,2021-04-17,57721,1448.987
AFG,Asia,Afghanistan,2021-04-18,57793,1450.794
AFG,Asia,Afghanistan,2021-04-19,57898,1453.43
AFG,Asia,Afghanistan,2021-04-20,58037,1456.919
AFG,Asia,Afghanistan,2021-04-21,58214,1461.362
AFG,Asia,Afghanistan,2021-04-22,58312,1463.823
AFG,Asia,Afghanistan,2021-04-23,58542,1469.596
AFG,Asia,Afghanistan,2021-04-24,58730,1474.316
AFG,Asia,Afghanistan,2021-04-25,58843,1477.152
AFG,Asia,Afghanistan,2021-04-26,59015,1481.47
AFG,Asia,Afghanistan,2021-04-27,59225,1486.742
AFG,Asia,Afghanistan,2021-04-28,59370,1490.382
AFG,Asia,Afghanistan,2021-04-29,59576,1495.553
AFG,Asia,Afghanistan,2021-04-30,59745,1499.796
AFG,Asia,Afghanistan,2021-05-01,59939,1504.666
AFG,Asia,Afghanistan,2021-05-02,60122,1509.26
AFG,Asia,Afghanistan,2021-05-03,60300,1513.728
AFG,Asia,Afghanistan,2021-05-04,60563,1520.33
AFG,Asia,Afghanistan,2021-05-05,60797,1526.204
AFG,Asia,Afghanistan,2021-05-06,61162,1535.367
AFG,Asia,Afghanistan,2021-05-07,61455,1542.722
AFG,Asia,Afghanistan,2021-05-08,61755,1550.253
AFG,Asia,Afghanistan,2021-05-09,61842,1552.437
AFG,Asia,Afghanistan,2021-05-10,62063,1557.985
AFG,Asia,Afghanistan,2021-05-11,62403,1566.52
AFG,Asia,Afghanistan,2021-05-12,62718,1574.428
AFG,Asia,Afghanistan,2021-05-13,63045,1582.636
AFG,Asia,Afghanistan,2021-05-14,63355,1590.418
AFG,Asia,Afghanistan,2021-05-15,63412,1591.849
AFG,Asia,Afghanistan,2021-05-16,63484,1593.657
AFG,Asia,Afghanistan,2021-05-17,63598,1596.519
AFG,Asia,Afghanistan,2021-05-18,63819,1602.066
AFG,Asia,Afghanistan,2021-05-19,64122,1609.673
AFG,Asia,Afghanistan,2021-05-20,64575,1621.044
AFG,Asia,Afghanistan,2021-05-21,65080,1633.722
AFG,Asia,Afghanistan,2021-05-22,65486,1643.914
AFG,Asia,Afghanistan,2021-05-23,65728,1649.989
AFG,Asia,Afghanistan,2021-05-24,66275,1663.72
AFG,Asia,Afghanistan,2021-05-25,66903,1679.485
AFG,Asia,Afghanistan,2021-05-26,67743,1700.572
AFG,Asia,Afghanistan,2021-05-27,68366,1716.211
AFG,Asia,Afghanistan,2021-05-28,69130,1735.39
AFG,Asia,Afghanistan,2021-05-29,70111,1760.016
AFG,Asia,Afghanistan,2021-05-30,70761,1776.333
AFG,Asia,Afghanistan,2021-05-31,71838,1803.37
AFG,Asia,Afghanistan,2021-06-01,72977,1831.962
AFG,Asia,Afghanistan,2021-06-02,74026,1858.296
AFG,Asia,Afghanistan,2021-06-03,75119,1885.733
AFG,Asia,Afghanistan,2021-06-04,76628,1923.614
AFG,Asia,Afghanistan,2021-06-05,77963,1957.127
AFG,Asia,Afghanistan,2021-06-06,79224,1988.782
AFG,Asia,Afghanistan,2021-06-07,80841,2029.374
AFG,Asia,Afghanistan,2021-06-08,82326,2066.653
AFG,Asia,Afghanistan,2021-06-09,84050,2109.931
AFG,Asia,Afghanistan,2021-06-10,85892,2156.171
AFG,Asia,Afghanistan,2021-06-11,87716,2201.96
AFG,Asia,Afghanistan,2021-06-12,88740,2227.665
